user id: 000007,start time: 1658682636313
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1658682725871","Animation finished.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -0.3, 0.2)","(0.0, -0.3, 0.1)","(-0.1, -0.3, 0.2)","(0.0, -0.3, 0.2)","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -1.1, 1.7)","","","","animation_finished"
"1658682725879","Task 1 finished, loading task 2","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -0.3, 0.2)","(0.0, -0.3, 0.1)","(-0.1, -0.3, 0.2)","(0.0, -0.3, 0.2)","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -1.1, 1.7)","","","","task1_finished"
"1658682727071","Task 2 started, instatiating start instructions.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -0.3, 0.2)","(0.0, -0.3, 0.1)","(-0.1, -0.3, 0.2)","(0.0, -0.3, 0.2)","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -1.1, 1.7)","","","","task2_started"
"1658682727071","Instantiating instructions.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -0.3, 0.2)","(0.0, -0.3, 0.1)","(-0.1, -0.3, 0.2)","(0.0, -0.3, 0.2)","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -1.1, 1.7)","","","","showing_instructions"
"1658682736972","Instructions finished.","04-Task2Scene","False","(0.0, -0.1, 0.0)","(0.0, -0.6, 0.8)","(0.0, -0.6, 0.9)","Header Text","null","null","null","null","(0.0, -0.1, 0.0)","(0.0, -0.6, 0.8)","(0.0, -0.6, 0.9)","Header Text","","","","","instructions_finished"
"1658682738011","Start instructions finished.","04-Task2Scene","False","(0.0, 0.0, -0.2)","(-0.1, -0.3, 0.9)","(0.0, 0.0, -0.1)","Quad","null","null","null","null","(0.0, 0.0, -0.2)","(-0.1, -0.3, 0.9)","(0.0, 0.0, -0.1)","Quad","","","","",""
"1658682740381","Button 1 pressed, playing animation 1.","04-Task2Scene","False","(0.0, 0.1, -0.2)","(0.0, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(-0.1, -0.2, 0.3)","(-0.1, -0.2, 0.2)","(0.2, -0.4, 0.1)","(0.2, -0.4, 0.0)","(0.0, 0.1, -0.2)","(0.0, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(-0.1, -1.1, 2.6)","(-0.1, -0.2, 0.3)","(0.1, -0.2, 0.3)","","button1_pressed"
"1658682747411","Animation finished.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","(0.1, -0.3, 0.2)","(0.2, -0.4, 0.1)","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.1, -1.2, 1.6)","","","","animation_finished"
"1658682748412","Instantiating middle instructions.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","(0.1, -0.3, 0.2)","(0.2, -0.4, 0.1)","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","Quad","(0.1, -1.2, 1.6)","","","",""
"1658682748421","Instantiating instructions.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","(0.1, -0.3, 0.2)","(0.2, -0.4, 0.1)","(0.0, 0.0, -0.1)","(0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","Quad","(0.1, -1.2, 1.6)","","","","showing_instructions"
"1658682755921","Instructions finished.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","Header Text","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.1, -0.4, 0.1)","(0.2, -0.4, 0.1)","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, -0.3, 0.9)","Header Text","","","","","instructions_finished"
"1658682756911","Middle instructions finished, starting the timer.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1658682756911","Openning the timer.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","","","","","openning_timer"
"1658682759054","Button 2 pressed, playing animation 2.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.1, -0.3, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.1, -0.3, 0.4)","(0.2, -0.3, 0.3)","(0.0, 0.0, -0.1)","(0.1, -0.3, 0.9)","(0.0, 0.0, 0.0)","","(0.1, -1.1, 2.7)","(-0.1, -0.3, 0.5)","(0.1, -0.3, 0.4)","","button2_pressed"
"1658682766115","Animation finished.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(-0.3, -0.3, 0.9)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, -0.1)","(-0.3, -0.3, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -1.1, 1.6)","","","","animation_finished"
"1658682766115","Task 2 finished, loading task 3.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(-0.3, -0.3, 0.9)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, -0.1)","(-0.3, -0.3, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -1.1, 1.6)","","","","task2_finished"
"1658682767421","Task 3 started, instatiating start instructions.","04-Task2Scene","False","(-0.1, 0.0, -0.1)","(-0.6, -0.3, 0.8)","(-0.1, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(-0.1, 0.0, -0.1)","(-0.6, -0.3, 0.8)","(-0.1, 0.0, 0.0)","Quad","(-0.9, -1.1, 1.5)","","","","task3_started"
"1658682767421","Instantiating instructions.","04-Task2Scene","False","(-0.1, 0.0, -0.1)","(-0.6, -0.3, 0.8)","(-0.1, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(-0.1, 0.0, -0.1)","(-0.6, -0.3, 0.8)","(-0.1, 0.0, 0.0)","Quad","(-0.9, -1.1, 1.5)","","","","showing_instructions"
"1658682777357","Instructions finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, -0.3, 0.9)","Header Text","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, -0.3, 0.9)","Header Text","","","","","instructions_finished"
"1658682778364","Start instructions finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.0, -0.1)","(-0.1, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1658682780752","Button 1 pressed, playing animation 1.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.2, 0.5)","(-0.2, -0.2, 0.3)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.9, 2.8)","(-0.1, -0.2, 0.5)","(0.0, -0.2, 0.5)","(0.1, -0.2, 0.5)","button1_pressed"
"1658682787812","Animation finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -1.0, 1.7)","","","","animation_finished"
"1658682788812","Instantiating middle instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -1.0, 1.7)","","","",""
"1658682788812","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","Quad","(0.0, -1.0, 1.7)","","","","showing_instructions"
"1658682796973","Instructions finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(-0.1, -0.2, 0.9)","Header Text","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, -0.4, 0.0)","(0.0, -0.4, 0.0)","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(-0.1, -0.2, 0.9)","Header Text","","","","","instructions_finished"
"1658682798012","Middle instructions finished, starting the timer.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","(-0.1, -0.4, 0.1)","(0.0, -0.4, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1658682798012","Openning the timer.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.3, 0.2)","(-0.2, -0.3, 0.2)","(-0.1, -0.4, 0.1)","(0.0, -0.4, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","","openning_timer"
"1658682799644","Button 2 pressed, playing animation 2.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(-0.2, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, -0.2, 0.5)","(0.1, -0.2, 0.4)","(0.0, 0.0, 0.0)","(0.0, -0.3, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -0.9, 2.8)","(-0.1, -0.2, 0.5)","(0.0, -0.2, 0.5)","(0.1, -0.2, 0.5)","button2_pressed"
"1658682807712","Animation finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.2, -0.2, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.2, -0.2, 1.0)","(0.0, 0.0, 0.0)","","(-0.3, -0.9, 1.7)","","","","animation_finished"
"1658682808707","Instantiating middle instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.9, 1.8)","","","",""
"1658682808707","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.9, 1.8)","","","","showing_instructions"
"1658682808897","Closing the timer.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.9, 1.8)","","","","closing_timer"
"1658682816444","Instructions finished.","05-Task3Scene","False","(0.0, 0.1, -0.1)","(-0.1, 0.3, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.1, -0.1)","(-0.1, 0.3, 1.0)","(0.0, 0.0, 0.0)","","","","","","instructions_finished"
"1658682817453","Middle instructions finished, starting the timer.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1658682817453","Openning the timer.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","","openning_timer"
"1658682819712","Button 3 pressed, playing animation 3.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.1, -0.1, 0.5)","(0.1, -0.2, 0.4)","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(0.0, -0.5, 2.9)","(-0.1, -0.1, 0.5)","(0.0, -0.1, 0.5)","(0.1, -0.1, 0.5)","button3_pressed"
"1658682826770","Animation finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.2, -0.7, 1.8)","","","","animation_finished"
"1658682826772","Task 3 finished, loading finish scene.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(-0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.2, -0.7, 1.8)","","","","task3_finished"
"1658682828043","Game finished, instatiating finish instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.7, 1.8)","","","","finish_scene"
"1658682828045","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","(-0.2, -0.7, 1.8)","","","","showing_instructions"
"1658682839412","Instructions finished, showing exit/reset buttons in 5 seconds","06-FinishScene","False","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.1, -0.3, 0.3)","(-0.2, -0.3, 0.2)","null","null","(0.0, 0.0, -0.1)","(0.0, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(-0.2, -0.7, 1.8)","","","","instructions_finished"
"1658682841450","Showing exit/reset buttons, stopping data tracking","06-FinishScene","False","(0.0, 0.0, -0.1)","(0.3, 0.0, 1.0)","(0.1, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.0, -0.1)","(0.3, 0.0, 1.0)","(0.1, 0.0, 0.0)","Quad","(-0.2, -0.7, 1.8)","","","","finished"
