user id: Y25010,start time: 1659719642230
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1659719725959","Instructions finished.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.3, -0.2, 0.9)","(0.3, -0.2, 0.9)","Header Text","null","null","null","null","(0.0, 0.0, 0.0)","(0.3, -0.2, 0.9)","(0.3, -0.2, 0.9)","Header Text","","","","","instructions_finished"
"1659719726969","Start instructions finished.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.3, -0.3, 0.9)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.3, -0.3, 0.9)","(0.0, 0.0, 0.1)","Quad","","","","",""
"1659719728420","Button 2 pressed, playing animation 2.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.0, -0.2, 0.4)","(-0.1, -0.3, 0.3)","(0.2, -0.3, 0.5)","(0.2, -0.3, 0.4)","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.7, -1.2, 2.7)","(0.0, -0.3, 0.5)","(0.2, -0.3, 0.5)","","button2_pressed"
"1659719735430","Animation finished.","04-Task2Scene","False","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.0, 0.0, 0.0)","","(1.9, -1.0, 0.0)","","","","animation_finished"
"1659719736469","Instantiating middle instructions.","04-Task2Scene","False","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.2, 0.0, 0.0)","Quad","null","null","null","null","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.2, 0.0, 0.0)","Quad","(1.9, -1.0, 0.0)","","","",""
"1659719736469","Instantiating instructions.","04-Task2Scene","False","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.2, 0.0, 0.0)","Quad","null","null","null","null","(0.1, 0.0, 0.0)","(1.0, -0.2, 0.0)","(0.2, 0.0, 0.0)","Quad","(1.9, -1.0, 0.0)","","","","showing_instructions"
"1659719743971","Instructions finished.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.2, -0.3, 0.9)","Header Text","(0.1, -0.3, 0.5)","(0.0, -0.3, 0.4)","null","null","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.2, -0.3, 0.9)","Header Text","","","","","instructions_finished"
"1659719744970","Middle instructions finished, starting the timer.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","(0.1, -0.3, 0.4)","(0.0, -0.3, 0.4)","null","null","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1659719744979","Openning the timer.","04-Task2Scene","False","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","(0.1, -0.3, 0.4)","(0.0, -0.3, 0.4)","null","null","(0.0, 0.0, -0.1)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","Quad","","","","","openning_timer"
"1659719746915","Button 1 pressed, playing animation 1.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.0, -0.3, 0.5)","(0.0, -0.3, 0.4)","(0.2, -0.3, 0.3)","(0.2, -0.3, 0.2)","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.6, -1.2, 2.6)","(0.0, -0.3, 0.5)","(0.2, -0.3, 0.4)","","button1_pressed"
"1659719753959","Animation finished.","04-Task2Scene","False","(0.1, 0.0, 0.0)","(0.9, -0.4, 0.4)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.1, 0.0, 0.0)","(0.9, -0.4, 0.4)","(0.0, 0.0, 0.0)","","(1.7, -1.1, 0.5)","","","","animation_finished"
"1659719753968","Task 2 finished, loading task 3.","04-Task2Scene","False","(0.1, 0.0, 0.0)","(0.9, -0.4, 0.4)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.1, 0.0, 0.0)","(0.9, -0.4, 0.4)","(0.0, 0.0, 0.0)","","(1.7, -1.1, 0.5)","","","","task2_finished"
"1659719755282","Task 3 started, instatiating start instructions.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.4, -0.4, 0.8)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.4, -0.4, 0.8)","(0.0, 0.0, 0.1)","Quad","(1.3, -1.3, 1.0)","","","","task3_started"
"1659719755282","Instantiating instructions.","04-Task2Scene","False","(0.0, 0.0, 0.0)","(0.4, -0.4, 0.8)","(0.0, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.4, -0.4, 0.8)","(0.0, 0.0, 0.1)","Quad","(1.3, -1.3, 1.0)","","","","showing_instructions"
"1659719765211","Instructions finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.3, 1.0)","(0.1, -0.2, 1.0)","Header Text","(-0.1, -0.3, 0.3)","(-0.1, -0.4, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.3, 1.0)","(0.1, -0.2, 1.0)","Header Text","","","","","instructions_finished"
"1659719766215","Start instructions finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, 0.0, 0.1)","Quad","(0.0, -0.2, 0.3)","(-0.1, -0.3, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, 0.0, 0.1)","Quad","","","","",""
"1659719769080","Button 1 pressed, playing animation 1.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -0.3, 0.5)","(-0.2, -0.3, 0.4)","(0.0, -0.3, 0.4)","(0.0, -0.3, 0.3)","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(0.0, -1.2, 2.7)","(-0.2, -0.3, 0.5)","(0.0, -0.3, 0.5)","(0.1, -0.3, 0.5)","button1_pressed"
"1659719776138","Animation finished.","05-Task3Scene","False","(0.0, 0.0, -0.1)","(-0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, -0.1)","(-0.1, -0.4, 0.9)","(0.0, 0.0, 0.0)","","(-0.2, -1.3, 1.6)","","","","animation_finished"
"1659719777139","Instantiating middle instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(-0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(-0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(-0.1, -1.3, 1.6)","","","",""
"1659719777140","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(-0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(-0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(-0.1, -1.3, 1.6)","","","","showing_instructions"
"1659719785340","Instructions finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.5, 0.9)","(0.2, -0.5, 0.9)","Header Text","(0.0, -0.3, 0.2)","(0.0, -0.4, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.2, -0.5, 0.9)","(0.2, -0.5, 0.9)","Header Text","","","","","instructions_finished"
"1659719786340","Middle instructions finished, starting the timer.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, -0.1, 0.0)","Quad","(0.0, -0.3, 0.2)","(-0.1, -0.4, 0.1)","null","null","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, -0.1, 0.0)","Quad","","","","",""
"1659719786340","Openning the timer.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, -0.1, 0.0)","Quad","(0.0, -0.3, 0.2)","(-0.1, -0.4, 0.1)","null","null","(0.0, 0.0, 0.0)","(0.2, -0.4, 0.9)","(0.0, -0.1, 0.0)","Quad","","","","","openning_timer"
"1659719789219","Button 3 pressed, playing animation 3.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.0, -0.4, 0.5)","(0.0, -0.4, 0.4)","(0.2, -0.4, 0.4)","(0.2, -0.4, 0.3)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.4, -1.6, 2.5)","(-0.1, -0.4, 0.5)","(0.0, -0.4, 0.4)","(0.2, -0.4, 0.4)","button3_pressed"
"1659719796231","Animation finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, 0.0, 0.0)","","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, 0.0, 0.0)","","(0.2, -1.5, 1.4)","","","","animation_finished"
"1659719797271","Instantiating middle instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","",""
"1659719797271","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","showing_instructions"
"1659719797421","Closing the timer.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","closing_timer"
"1659719805031","Instructions finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.1, -0.4, 1.0)","Header Text","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.1, -0.4, 1.0)","Header Text","","","","","instructions_finished"
"1659719806080","Middle instructions finished, starting the timer.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.1, -0.5, 0.2)","(0.0, -0.5, 0.2)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","","","","",""
"1659719806083","Openning the timer.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.1, -0.5, 0.2)","(0.0, -0.5, 0.2)","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","","","","","openning_timer"
"1659719806100","Button 2 pressed, playing animation 2.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","(0.1, -0.5, 0.2)","(0.1, -0.5, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.3, -1.3, 2.7)","(-0.1, -0.3, 0.5)","(0.1, -0.3, 0.5)","(0.2, -0.3, 0.5)","button2_pressed"
"1659719814171","Animation finished.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.1, -0.5, 0.3)","(0.0, -0.5, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.2, -1.5, 1.5)","","","","animation_finished"
"1659719814171","Task 3 finished, loading finish scene.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.1, -0.5, 0.3)","(0.0, -0.5, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.2, -1.5, 1.5)","","","","task3_finished"
"1659719815462","Game finished, instatiating finish instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.1, -0.5, 0.3)","(0.0, -0.5, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","finish_scene"
"1659719815462","Instantiating instructions.","05-Task3Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.1, -0.5, 0.3)","(0.0, -0.5, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","showing_instructions"
"1659719826709","Instructions finished, showing exit/reset buttons in 5 seconds","06-FinishScene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.1, -0.5, 0.9)","Header Text","(0.0, -0.4, 0.3)","(0.0, -0.4, 0.2)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.1, -0.5, 0.9)","Header Text","(0.2, -1.5, 1.4)","","","","instructions_finished"
"1659719828761","Showing exit/reset buttons, stopping data tracking","06-FinishScene","False","(0.0, 0.0, 0.0)","(0.3, -0.4, 0.9)","(0.1, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.3, -0.4, 0.9)","(0.1, 0.0, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","finished"
